Brand,Price,Body,Mileage,EngineV,Engine Type
Mitsubishi,9.259130536145614,sedan,130,2.0,Petrol
Mercedes-Benz,9.341368634382587,sedan,220,5.0,Petrol
Volkswagen,9.02401079378469,hatch,147,1.6,Gas
Audi,8.83927669058535,sedan,250,2.4,Gas
Mercedes-Benz,9.047821442478408,other,210,4.3,Gas
Volkswagen,9.75846178048587,crossover,148,3.0,Diesel
Volkswagen,8.160518247477505,vagon,215,2.0,Petrol
Volkswagen,8.517193191416238,hatch,220,1.4,Petrol
Mitsubishi,8.83927669058535,sedan,118,1.6,Petrol
Toyota,8.612503371220562,crossover,188,2.0,Petrol
BMW,9.792555991828847,other,98,3.0,Petrol
Volkswagen,9.350102314351341,van,210,2.0,Diesel
Volkswagen,9.457200449907708,vagon,167,1.6,Diesel
Volkswagen,8.85366542803745,van,350,1.0,Other
BMW,9.035986984831405,sedan,220,2.2,Gas
Audi,8.006367567650246,van,11,1.9,Diesel
Renault,8.556413904569519,sedan,160,1.4,Gas
Mitsubishi,8.648221453822641,vagon,120,1.3,Petrol
Mitsubishi,8.779557455883728,crossover,285,2.5,Diesel
Volkswagen,7.7406644019172415,vagon,200,1.9,Diesel
Volkswagen,8.948975607841776,van,228,1.9,Diesel
Volkswagen,9.305559638557117,van,110,1.6,Diesel
BMW,9.071078304642676,other,212,3.0,Diesel
Mercedes-Benz,8.881836305004146,sedan,312,3.2,Petrol
BMW,10.571316925111784,crossover,38,3.0,Petrol
Mitsubishi,9.392578591964389,crossover,235,3.0,Gas
Volkswagen,9.803667217253917,other,195,2.0,Diesel
Mitsubishi,7.3777589082278725,vagon,185,1.3,Petrol
Renault,7.882314918980268,vagon,1,1.0,Diesel
Volkswagen,10.056208639553791,sedan,115,1.8,Petrol
BMW,10.146433731146518,crossover,210,3.0,Gas
Volkswagen,9.947504437952903,sedan,122,2.0,Petrol
Renault,8.216088098632316,hatch,310,2.0,Petrol
Toyota,9.159047077588632,sedan,125,1.6,Petrol
Mercedes-Benz,11.02679245379461,crossover,121,3.0,Diesel
Volkswagen,9.082507000466299,other,217,1.9,Diesel
BMW,10.460242108190519,vagon,136,2.0,Diesel
Audi,8.1886891244442,vagon,200,2.5,Diesel
Mercedes-Benz,10.239959789157341,other,12,1.8,Petrol
BMW,10.158129770909708,sedan,203,2.0,Diesel
Mitsubishi,10.165813354725493,crossover,86,3.2,Diesel
Volkswagen,10.295529640312152,sedan,11,1.4,Petrol
BMW,8.070906088787819,sedan,178,1.9,Petrol
Mercedes-Benz,8.83927669058535,van,200,2.3,Diesel
Mercedes-Benz,8.174702882469461,sedan,274,3.2,Diesel
BMW,7.9724660159745655,vagon,230,2.0,Diesel
Mercedes-Benz,9.350102314351341,van,307,2.2,Diesel
Volkswagen,9.375854810453756,van,218,1.9,Diesel
Mercedes-Benz,11.154820928221902,sedan,76,6.0,Petrol
Audi,10.043249494911286,other,115,1.8,Petrol
Renault,8.779557455883728,van,186,1.5,Diesel
Volkswagen,8.699514748210191,vagon,284,1.9,Other
Toyota,9.752664662801545,sedan,50,1.6,Petrol
Toyota,11.245046019814627,crossover,29,4.5,Diesel
Volkswagen,8.824677891164198,vagon,160,2.8,Petrol
Volkswagen,8.229511118964457,sedan,262,1.8,Petrol
Volkswagen,8.987196820661973,other,300,2.5,Diesel
Mercedes-Benz,10.976782033219948,crossover,128,3.0,Diesel
Renault,8.51699317141357,sedan,114,1.4,Other
Volkswagen,9.667765219015058,sedan,56,1.4,Other
Volkswagen,9.132378830506472,sedan,200,2.0,Diesel
Mitsubishi,9.332558004700433,crossover,128,2.4,Gas
Audi,7.24422751560335,sedan,250,1.8,Petrol
Toyota,11.289781913656018,crossover,23,4.5,Diesel
BMW,9.38429367909962,sedan,1,2.8,Petrol
Volkswagen,9.159047077588632,hatch,29,1.4,Petrol
BMW,9.305559638557117,other,162,2.2,Petrol
Audi,10.06475570013225,crossover,119,4.2,Gas
BMW,10.106428396532818,crossover,170,4.8,Gas
Mitsubishi,8.699514748210191,sedan,150,1.8,Gas
Mitsubishi,9.769956159911606,crossover,194,3.2,Diesel
Toyota,9.137769679141348,sedan,107,1.8,Gas
BMW,8.160518247477505,vagon,280,3.0,Diesel
BMW,10.63344870621879,vagon,42,2.0,Petrol
Volkswagen,9.239899174217728,other,215,1.9,Other
Audi,7.696212639346407,vagon,280,2.5,Diesel
Renault,9.887971803433317,crossover,0,1.5,Diesel
Renault,8.968268810776454,van,187,1.5,Diesel
Toyota,9.903487552536127,crossover,94,4.5,Petrol
Audi,8.242756345714477,sedan,253,2.5,Diesel
BMW,9.525151111816216,sedan,254,3.0,Diesel
Toyota,10.341742483467284,crossover,86,2.2,Diesel
Volkswagen,9.574983485564092,van,237,2.0,Diesel
Toyota,9.769956159911606,hatch,45,1.6,Petrol
Renault,9.249198519410456,vagon,1,1.2,Petrol
BMW,10.232791299678729,crossover,140,3.0,Diesel
Volkswagen,8.66561319653451,sedan,200,1.4,Petrol
Renault,8.66561319653451,vagon,200,1.46,Diesel
Audi,9.975808214115753,vagon,165,2.0,Diesel
Volkswagen,8.1886891244442,sedan,330,2.8,Gas
BMW,8.779557455883728,sedan,388,3.5,Petrol
Volkswagen,9.277999020449997,vagon,171,1.9,Diesel
BMW,8.039157390473237,sedan,280,2.0,Diesel
Mercedes-Benz,7.2078598714324755,vagon,240,2.5,Diesel
Mercedes-Benz,11.502875129116727,sedan,0,3.0,Petrol
Mercedes-Benz,8.630521876723241,vagon,355,2.5,Diesel
Mercedes-Benz,9.047821442478408,sedan,388,4.3,Gas
BMW,10.085809109330082,crossover,108,2.0,Diesel
Mitsubishi,9.137769679141348,sedan,95,2.0,Petrol
Toyota,9.6614159913364,sedan,125,3.5,Petrol
Volkswagen,9.169518377455928,sedan,106,1.6,Petrol
Volkswagen,9.95227771670556,other,93,2.0,Diesel
Mercedes-Benz,8.160518247477505,sedan,303,2.2,Diesel
Toyota,10.725467604939041,crossover,65,4.0,Gas
Audi,9.947504437952903,crossover,185,4.2,Petrol
Mercedes-Benz,8.85352256068954,other,168,2.3,Petrol
Mitsubishi,8.987071812848821,sedan,112,2.0,Petrol
BMW,8.779557455883728,sedan,1,3.0,Petrol
BMW,10.292145542327912,sedan,230,3.0,Diesel
Renault,9.239899174217728,van,138,2.0,Diesel
Volkswagen,8.699514748210191,other,1,2.5,Diesel
Volkswagen,8.101677747454572,vagon,193,1.9,Diesel
Volkswagen,7.783224016336037,vagon,320,1.9,Diesel
Audi,10.081633737919603,sedan,180,3.0,Diesel
Volkswagen,9.137769679141348,sedan,148,2.0,Petrol
Mitsubishi,7.4377951216719325,hatch,294,1.6,Gas
Volkswagen,10.4341158035983,crossover,92,3.0,Diesel
Toyota,9.581903928408666,other,82,2.0,Gas
Volkswagen,9.249561085129464,sedan,78,1.6,Petrol
BMW,8.716044050161402,sedan,266,3.5,Petrol
Volkswagen,8.881836305004146,other,177,1.9,Diesel
Mercedes-Benz,9.546812608597396,other,144,2.2,Diesel
Mercedes-Benz,9.093806555720231,other,213,5.0,Other
BMW,10.003332887505843,hatch,42,1.6,Petrol
Toyota,10.432644132986843,other,65,5.7,Petrol
BMW,8.160232492367689,sedan,101,2.5,Petrol
Audi,10.257659366256743,crossover,74,2.0,Petrol
BMW,9.082507000466299,crossover,284,3.0,Diesel
Volkswagen,9.752664662801545,other,15,1.2,Petrol
Audi,8.006367567650246,sedan,278,2.5,Diesel
Toyota,10.158129770909708,sedan,58,2.5,Petrol
Mercedes-Benz,9.825526011066415,sedan,143,5.5,Petrol
Volkswagen,10.267888970251276,van,0,1.6,Diesel
BMW,10.666627104916108,sedan,2,2.0,Petrol
Toyota,9.375854810453756,sedan,90,1.8,Petrol
Renault,8.867850063029406,van,171,1.5,Diesel
Volkswagen,9.998797732340453,sedan,26,1.8,Petrol
Volkswagen,7.90100705199242,hatch,400,1.8,Gas
Toyota,8.85366542803745,other,220,1.8,Petrol
BMW,8.77940359789435,other,230,3.0,Diesel
Volkswagen,9.6614159913364,sedan,110,1.8,Petrol
Mitsubishi,8.99961934066053,sedan,113,2.0,Petrol
Mercedes-Benz,9.409191230721348,other,287,3.2,Petrol
Renault,8.594154232552366,sedan,96,1.4,Petrol
Mercedes-Benz,8.594154232552366,sedan,285,2.2,Diesel
Volkswagen,8.948975607841776,vagon,287,1.9,Diesel
BMW,10.4341158035983,sedan,115,5.0,Petrol
Audi,8.268731832117737,sedan,302,1.9,Diesel
Mercedes-Benz,9.615805480084347,sedan,240,5.0,Petrol
Volkswagen,9.104868739033948,sedan,120,2.0,Petrol
Mitsubishi,8.748304912379623,sedan,116,1.5,Petrol
Volkswagen,8.987071812848821,van,210,1.6,Gas
Toyota,10.134599273499514,crossover,128,4.0,Gas
BMW,10.203555107263542,sedan,131,2.0,Diesel
Audi,9.680344001221918,sedan,180,3.0,Diesel
Mitsubishi,9.126958763037132,sedan,115,2.0,Petrol
Volkswagen,8.85366542803745,van,250,2.0,Diesel
Toyota,11.350406535472453,crossover,1,4.5,Diesel
Volkswagen,8.070906088787819,sedan,320,1.8,Gas
Renault,9.305650551780507,hatch,127,1.5,Diesel
Mitsubishi,9.259130536145614,crossover,187,2.4,Gas
BMW,9.769956159911606,sedan,102,2.0,Petrol
Renault,8.881836305004146,vagon,224,1.5,Diesel
Toyota,9.035986984831405,sedan,195,2.4,Gas
Volkswagen,9.030016817844901,van,1,1.6,Diesel
Audi,8.070906088787819,vagon,244,2.0,Other
Toyota,9.392578591964389,sedan,147,2.4,Petrol
Toyota,10.305613759378778,crossover,144,4.0,Gas
BMW,9.350102314351341,sedan,290,3.0,Diesel
Mitsubishi,9.539644119118783,vagon,93,3.0,Gas
Renault,8.517193191416238,van,245,1.5,Diesel
Volkswagen,9.464982590349763,van,127,1.6,Diesel
Mercedes-Benz,9.065314599925925,van,344,2.2,Diesel
Toyota,10.03889218954233,crossover,132,2.7,Gas
Mercedes-Benz,9.51044496442652,van,290,2.2,Diesel
Audi,10.596609732783568,crossover,45,2.0,Diesel
Volkswagen,8.101677747454572,sedan,250,1.9,Diesel
Audi,10.388995368317829,crossover,108,2.0,Diesel
Mitsubishi,9.495519314209846,crossover,135,3.0,Petrol
Volkswagen,7.9724660159745655,vagon,257,1.9,Diesel
Volkswagen,7.9724660159745655,sedan,315,1.6,Gas
Mercedes-Benz,9.95227771670556,crossover,208,3.5,Petrol
Toyota,11.396391648714276,crossover,61,4.5,Diesel
Volkswagen,10.06475570013225,crossover,48,2.0,Diesel
Mitsubishi,8.34283980427146,van,350,1.8,Gas
Mercedes-Benz,11.16336798880036,crossover,99,5.5,Petrol
Mercedes-Benz,11.728036844587175,crossover,0,4.0,Petrol
Audi,10.596609732783568,crossover,45,2.0,Diesel
Mercedes-Benz,7.6004023345004,sedan,400,2.2,Diesel
Mercedes-Benz,9.568014816247999,other,175,2.2,Diesel
Toyota,9.51044496442652,sedan,139,2.4,Gas
Toyota,9.495519314209846,sedan,104,2.4,Petrol
Toyota,9.011889433252344,hatch,82,1.3,Petrol
Renault,9.392661928770137,van,137,1.5,Diesel
Renault,7.673223121121708,vagon,199,1.9,Diesel
Toyota,10.275051108968611,vagon,60,2.2,Diesel
Mercedes-Benz,9.159047077588632,van,280,2.2,Diesel
Volkswagen,9.268609280100158,van,120,2.0,Diesel
Mercedes-Benz,9.433483923290392,van,238,2.2,Diesel
Mitsubishi,9.230142999272362,crossover,269,3.2,Diesel
Mercedes-Benz,10.824765825921322,sedan,0,2.2,Diesel
Volkswagen,9.093806555720231,van,100,1.4,Gas
Mercedes-Benz,8.612503371220562,other,220,2.2,Diesel
BMW,10.725467604939041,sedan,42,2.0,Diesel
Renault,9.259035293514941,other,146,2.0,Diesel
Mercedes-Benz,11.512915464920228,crossover,0,2.99,Diesel
Renault,9.116029692504942,van,166,2.0,Diesel
Mercedes-Benz,10.106428396532818,sedan,180,3.2,Diesel
BMW,11.058795184880783,crossover,1,2.0,Diesel
BMW,8.1886891244442,sedan,221,3.0,Diesel
Renault,9.464982590349763,crossover,89,2.5,Petrol
Renault,8.764053269347762,sedan,51,1.6,Petrol
BMW,9.082507000466299,sedan,287,3.0,Petrol
Renault,8.881697406469304,sedan,104,1.5,Diesel
Renault,8.101677747454572,van,250,1.5,Diesel
Audi,7.783224016336037,sedan,305,2.3,Gas
Volkswagen,9.035986984831405,hatch,60,1.39,Petrol
Mitsubishi,8.935903526274423,sedan,180,2.0,Gas
Renault,8.242756345714477,van,196,1.9,Diesel
Mercedes-Benz,9.480367509189243,sedan,160,3.7,Petrol
Toyota,9.996522418503318,crossover,141,2.7,Gas
Renault,9.082507000466299,van,205,1.9,Diesel
Toyota,9.259130536145614,hatch,17,1.0,Petrol
Mitsubishi,10.085809109330082,crossover,20,2.5,Diesel
Toyota,9.375854810453756,sedan,189,2.4,Gas
Mercedes-Benz,9.918376165029878,sedan,198,1.8,Gas
Toyota,9.358760377094455,hatch,24,1.6,Petrol
Mercedes-Benz,9.998797732340453,crossover,225,3.5,Gas
Mercedes-Benz,9.667765219015058,sedan,231,3.5,Gas
Mercedes-Benz,9.51044496442652,van,97,2.2,Diesel
Mitsubishi,9.711115659888671,crossover,150,3.5,Gas
Volkswagen,10.596634733096073,other,170,2.0,Diesel
Mitsubishi,9.159047077588632,crossover,150,2.0,Gas
Renault,8.748304912379623,van,149,1.5,Other
BMW,8.51699317141357,sedan,256,2.5,Diesel
Toyota,9.615138591096644,crossover,280,4.2,Diesel
Audi,9.70503661381229,vagon,152,2.0,Diesel
Mercedes-Benz,9.966462351697517,crossover,190,6.3,Petrol
Audi,10.126471091048971,sedan,98,3.2,Petrol
Volkswagen,10.03889218954233,sedan,45,2.0,Petrol
Toyota,9.02401079378469,hatch,136,1.6,Petrol
Audi,9.464982590349763,vagon,255,2.5,Diesel
Volkswagen,9.409109260148737,vagon,149,2.0,Diesel
Audi,9.21024036697585,vagon,198,2.7,Petrol
Mercedes-Benz,10.477287975463508,crossover,99,5.0,Gas
Mitsubishi,9.350102314351341,crossover,170,3.0,Gas
Mercedes-Benz,10.558413520275876,sedan,134,3.0,Diesel
Mercedes-Benz,8.612503371220562,other,250,2.2,Diesel
Volkswagen,9.148464968258095,van,124,2.0,Gas
Volkswagen,9.035986984831405,van,143,1.6,Diesel
Audi,7.882314918980268,vagon,268,2.5,Diesel
Toyota,9.392661928770137,sedan,133,2.4,Gas
Mercedes-Benz,8.922658299524402,sedan,187,2.0,Gas
Volkswagen,10.16199824768763,hatch,35,2.0,Diesel
Volkswagen,8.922658299524402,sedan,280,1.8,Other
Mercedes-Benz,10.46310334047155,other,147,6.0,Petrol
Audi,8.732304571033183,vagon,316,2.6,Gas
Volkswagen,7.346010209913293,sedan,161,1.8,Petrol
Volkswagen,9.104868739033948,vagon,161,2.0,Diesel
Mitsubishi,9.95227771670556,crossover,29,2.0,Gas
Volkswagen,9.51044496442652,hatch,48,1.4,Petrol
Toyota,8.101677747454572,van,345,2.4,Diesel
Mercedes-Benz,8.697846691109495,sedan,400,2.0,Gas
Mercedes-Benz,9.602382459752207,crossover,242,2.7,Diesel
Mercedes-Benz,10.757902880692196,sedan,0,1.6,Petrol
Volkswagen,8.98594603876032,sedan,180,1.8,Gas
Volkswagen,9.104868739033948,sedan,120,1.9,Diesel
Volkswagen,10.085767441795337,sedan,0,1.6,Diesel
Audi,8.779557455883728,vagon,421,2.5,Diesel
Toyota,9.546812608597396,sedan,1,1.8,Petrol
Audi,10.06475570013225,crossover,116,4.2,Petrol
Renault,9.159047077588632,sedan,89,1.6,Petrol
Mercedes-Benz,11.736069016284437,sedan,18,3.0,Diesel
Volkswagen,9.104979856318357,van,181,1.6,Diesel
Volkswagen,9.273315171137572,sedan,65,1.6,Petrol
Audi,8.76389700713946,vagon,230,2.5,Diesel
Mitsubishi,8.922658299524402,sedan,140,1.5,Petrol
Volkswagen,9.230142999272362,van,105,1.6,Diesel
Mercedes-Benz,8.101677747454572,sedan,200,2.7,Diesel
Mercedes-Benz,9.02401079378469,sedan,175,2.0,Petrol
Volkswagen,8.909235279192261,van,168,1.9,Diesel
Toyota,10.261161996807944,crossover,66,2.2,Diesel
Audi,7.937374696163295,sedan,230,2.8,Petrol
BMW,10.545341438708522,crossover,223,3.0,Diesel
Toyota,9.305650551780507,hatch,74,1.4,Other
Audi,9.375854810453756,sedan,240,4.2,Gas
Renault,9.159047077588632,van,275,2.0,Diesel
BMW,10.073230327123223,crossover,117,2.0,Diesel
Mercedes-Benz,10.46310334047155,other,135,5.5,Petrol
Volkswagen,9.305650551780507,vagon,171,1.9,Diesel
BMW,10.158129770909708,crossover,205,3.0,Diesel
Renault,9.487972108574462,van,230,2.0,Diesel
Toyota,8.444622498581403,hatch,170,1.0,Petrol
Mercedes-Benz,9.02401079378469,van,337,2.2,Diesel
Mitsubishi,9.846917201047734,crossover,106,3.8,Gas
Mitsubishi,9.453286550586572,sedan,59,2.4,Petrol
Mercedes-Benz,8.242756345714477,other,107,0.6,Petrol
Volkswagen,9.350102314351341,other,189,2.0,Diesel
Mercedes-Benz,8.433811582477187,van,200,2.2,Diesel
Renault,8.97449144816442,van,129,1.5,Other
Mercedes-Benz,11.170421071417223,crossover,0,2.2,Diesel
Toyota,9.082507000466299,sedan,300,2.4,Petrol
Renault,9.017968479328726,sedan,16,1.2,Petrol
Toyota,9.975808214115753,crossover,89,2.0,Petrol
Renault,7.783224016336037,hatch,1,2.0,Petrol
Volkswagen,9.433483923290392,other,160,2.5,Other
Mercedes-Benz,7.823645930834952,hatch,201,1.7,Diesel
BMW,9.615138591096644,sedan,135,2.5,Petrol
Mitsubishi,9.019179866515024,sedan,65,1.5,Petrol
BMW,8.824677891164198,sedan,230,2.0,Petrol
Mitsubishi,7.6004023345004,van,168,1.8,Petrol
BMW,9.047821442478408,other,265,2.8,Gas
Toyota,10.118598932153073,crossover,90,4.0,Petrol
Mitsubishi,9.375854810453756,crossover,120,3.0,Petrol
Mercedes-Benz,10.477287975463508,sedan,100,3.5,Petrol
Mercedes-Benz,9.148464968258095,van,250,2.2,Diesel
Mercedes-Benz,9.60904937558734,other,209,3.0,Diesel
Volkswagen,9.648595302907339,sedan,178,2.0,Diesel
Renault,7.696212639346407,van,290,2.2,Diesel
Volkswagen,9.099408811268901,sedan,133,1.6,Petrol
BMW,9.786953736280177,vagon,159,3.0,Diesel
Audi,11.35691472296607,sedan,40,3.0,Diesel
Volkswagen,7.600902459542082,sedan,300,1.3,Petrol
Mercedes-Benz,9.9281801651265,sedan,56,5.0,Other
Toyota,10.341419850781794,crossover,68,2.7,Gas
Toyota,10.594131602877955,crossover,11,4.0,Petrol
BMW,9.994241915804592,other,25,2.5,Petrol
Toyota,9.425451751593128,hatch,52,1.4,Other
Mercedes-Benz,8.517193191416238,other,200,2.0,Petrol
Volkswagen,8.070906088787819,sedan,367,2.0,Petrol
BMW,8.779557455883728,sedan,300,2.8,Gas
Mercedes-Benz,9.517825071724143,hatch,147,2.0,Diesel
Audi,10.06475570013225,crossover,245,3.0,Diesel
Audi,9.648530784697051,sedan,177,2.0,Diesel
Mercedes-Benz,9.468851067127684,sedan,197,2.7,Diesel
Toyota,10.06475570013225,sedan,80,2.5,Gas
Renault,8.691146498539675,hatch,200,1.5,Diesel
Mitsubishi,7.9724660159745655,hatch,300,1.8,Petrol
Mercedes-Benz,8.517193191416238,van,400,2.2,Diesel
Mercedes-Benz,7.090076835776092,sedan,240,2.4,Petrol
Volkswagen,8.779557455883728,sedan,190,1.9,Diesel
Volkswagen,10.85707406915398,crossover,30,3.0,Diesel
BMW,11.561706105284784,crossover,2,3.0,Diesel
Renault,8.444622498581403,van,165,1.5,Diesel
Audi,9.433483923290392,sedan,165,2.4,Petrol
Volkswagen,9.235032984566555,sedan,144,2.0,Diesel
Audi,10.06475570013225,other,83,2.0,Petrol
Volkswagen,9.785660765922685,van,250,2.0,Diesel
Mercedes-Benz,9.02401079378469,sedan,233,3.2,Diesel
Mercedes-Benz,10.594131602877955,sedan,84,5.5,Petrol
Mercedes-Benz,8.556413904569519,van,400,2.9,Diesel
Audi,10.357742824813725,sedan,140,2.0,Diesel
BMW,8.476371196895983,sedan,11,2.5,Diesel
Volkswagen,9.978131095531895,crossover,58,1.4,Petrol
Audi,10.666627104916108,crossover,140,3.0,Diesel
Audi,7.8632667240095735,sedan,160,2.5,Diesel
Volkswagen,10.351692814320451,van,0,2.0,Diesel
Volkswagen,9.375854810453756,van,230,1.9,Diesel
Mercedes-Benz,11.580584113444043,van,0,2.2,Diesel
BMW,9.190137664658664,sedan,264,3.0,Diesel
Volkswagen,8.980927207648378,van,144,2.0,Gas
Mercedes-Benz,9.104979856318357,crossover,220,3.2,Gas
BMW,8.909235279192261,sedan,279,3.5,Gas
Toyota,10.085809109330082,sedan,60,2.5,Gas
Mercedes-Benz,8.476371196895983,sedan,199,3.2,Diesel
Toyota,9.998797732340453,crossover,155,2.7,Gas
BMW,10.657259354912508,crossover,29,3.0,Petrol
Toyota,9.752664662801545,crossover,149,4.7,Petrol
Renault,8.99961934066053,crossover,90,1.9,Diesel
Volkswagen,10.542706391070517,crossover,73,3.0,Diesel
Volkswagen,10.308952660644293,sedan,67,2.0,Diesel
Volkswagen,8.948975607841776,van,247,1.9,Diesel
BMW,10.388995368317829,sedan,148,3.0,Petrol
BMW,9.836278802842678,crossover,260,3.0,Diesel
Renault,8.99961934066053,van,219,2.5,Diesel
Toyota,8.527143522269405,hatch,138,1.0,Petrol
Mercedes-Benz,9.375854810453756,van,165,2.2,Diesel
Audi,7.600902459542082,sedan,360,1.6,Other
Mercedes-Benz,9.862665558015873,sedan,173,5.0,Petrol
BMW,9.70503661381229,sedan,187,4.8,Gas
BMW,8.748304912379623,sedan,330,2.5,Petrol
Mitsubishi,9.615805480084347,crossover,295,2.8,Diesel
Toyota,10.043249494911286,other,211,4.0,Gas
Mercedes-Benz,10.073230327123223,sedan,86,1.8,Gas
BMW,9.38429367909962,sedan,160,2.5,Petrol
Audi,8.974618038455112,sedan,274,1.8,Gas
Mercedes-Benz,8.389359819906353,sedan,308,3.2,Gas
Volkswagen,9.20029003612268,other,181,1.6,Diesel
Volkswagen,8.83927669058535,hatch,113,1.4,Petrol
Mercedes-Benz,11.184407509012852,crossover,0,2.2,Diesel
BMW,9.375854810453756,crossover,210,3.0,Diesel
Renault,9.305559638557117,van,207,2.0,Diesel
Mitsubishi,9.846917201047734,crossover,93,3.8,Gas
Toyota,10.271596874100524,crossover,120,3.5,Petrol
Toyota,9.648595302907339,crossover,130,2.0,Petrol
BMW,11.05089000537367,crossover,0,2.0,Diesel
Toyota,9.367344120785848,sedan,145,2.4,Petrol
BMW,8.51699317141357,sedan,327,3.0,Diesel
Toyota,9.495519314209846,crossover,140,2.4,Petrol
Mercedes-Benz,9.011889433252344,sedan,260,3.0,Diesel
Renault,9.093806555720231,van,150,2.0,Diesel
BMW,11.010398644018933,sedan,110,3.0,Diesel
BMW,9.093806555720231,sedan,294,2.2,Gas
BMW,11.149082031552883,sedan,62,4.4,Petrol
Volkswagen,9.104979856318357,hatch,95,1.6,Gas
BMW,9.786953736280177,crossover,265,3.0,Diesel
Mercedes-Benz,7.649692623711514,other,350,2.4,Diesel
Toyota,9.277999020449997,sedan,57,1.3,Petrol
Volkswagen,9.785660765922685,van,250,2.0,Diesel
Audi,11.205040685200927,sedan,53,6.3,Petrol
Mitsubishi,9.190137664658664,crossover,92,2.0,Petrol
Volkswagen,10.48849257447637,van,132,2.0,Diesel
Toyota,8.922658299524402,hatch,135,1.0,Petrol
Renault,7.824046010856292,sedan,105,1.4,Petrol
Audi,10.596609732783568,crossover,100,3.0,Diesel
Volkswagen,9.998797732340453,crossover,123,3.0,Diesel
Toyota,9.190137664658664,sedan,65,1.6,Petrol
BMW,10.308919326755392,other,73,2.0,Petrol
Mercedes-Benz,8.922658299524402,sedan,350,2.2,Diesel
Toyota,9.433483923290392,sedan,138,3.5,Petrol
BMW,10.584055950889214,crossover,115,4.4,Petrol
Volkswagen,9.268609280100158,van,240,2.5,Diesel
Mitsubishi,9.809176873064887,crossover,147,3.2,Diesel
Audi,8.476371196895983,other,207,2.0,Petrol
BMW,8.293799608846818,sedan,238,1.8,Petrol
Toyota,10.477287975463508,crossover,165,4.0,Gas
Toyota,9.51044496442652,sedan,158,2.4,Gas
Mercedes-Benz,9.769956159911606,sedan,130,3.0,Petrol
Mercedes-Benz,11.002083174398681,sedan,11,4.7,Petrol
Mercedes-Benz,8.987071812848821,van,255,2.2,Diesel
Toyota,9.680344001221918,sedan,89,1.8,Other
BMW,8.674196940225903,sedan,250,4.5,Gas
Renault,8.987071812848821,van,154,1.5,Diesel
Renault,9.093806555720231,van,181,1.9,Diesel
BMW,10.685538069201806,crossover,0,2.0,Petrol
Volkswagen,9.082507000466299,van,193,2.5,Diesel
Volkswagen,9.2093398716426,van,194,1.6,Diesel
Volkswagen,9.798071479779479,sedan,80,1.8,Petrol
Mercedes-Benz,10.532096211958502,other,94,5.5,Petrol
Audi,9.9281801651265,sedan,155,3.0,Petrol
Audi,8.51699317141357,crossover,242,2.5,Diesel
Mercedes-Benz,8.318742252692399,crossover,1,3.5,Petrol
Mercedes-Benz,9.769899015421748,sedan,145,1.8,Petrol
Audi,9.011889433252344,other,326,2.5,Diesel
Volkswagen,8.85366542803745,sedan,185,2.8,Gas
Volkswagen,9.126958763037132,vagon,107,1.6,Petrol
Volkswagen,8.294049640102028,hatch,105,2.0,Other
Renault,9.769956159911606,crossover,20,1.5,Diesel
BMW,7.575584651557793,sedan,162,1.6,Petrol
Audi,9.305650551780507,other,120,1.8,Petrol
Audi,8.955448122347393,sedan,259,3.0,Diesel
Volkswagen,10.09823162932864,sedan,1,1.6,Diesel
Renault,8.318742252692399,van,190,1.9,Diesel
Mercedes-Benz,11.154820928221902,crossover,69,3.0,Diesel
Volkswagen,10.308919326755392,other,129,2.0,Diesel
Renault,9.392578591964389,vagon,188,1.5,Other
Volkswagen,9.539644119118783,vagon,122,1.4,Gas
BMW,9.093806555720231,vagon,274,2.0,Diesel
Audi,10.165851817003619,sedan,105,2.0,Petrol
BMW,7.90100705199242,other,287,2.5,Diesel
Toyota,9.433483923290392,sedan,140,3.5,Gas
BMW,8.411832675758411,sedan,28,1.9,Petrol
Toyota,11.385092093460344,crossover,3,4.5,Diesel
Mitsubishi,9.071078304642676,sedan,143,2.0,Gas
Volkswagen,9.752664662801545,van,230,3.2,Gas
Toyota,10.328755287940472,crossover,39,2.2,Diesel
Mercedes-Benz,9.635608107380527,sedan,240,2.2,Diesel
Toyota,11.210468106936293,crossover,1,4.5,Diesel
Volkswagen,9.433483923290392,sedan,84,2.0,Petrol
Mercedes-Benz,10.325481962595504,crossover,150,5.5,Petrol
BMW,11.080602902692181,crossover,73,3.0,Diesel
Toyota,9.323669057283185,sedan,179,2.4,Petrol
BMW,9.20029003612268,other,93,2.5,Petrol
Mercedes-Benz,10.915088464214607,sedan,34,2.2,Diesel
Volkswagen,8.006367567650246,vagon,250,1.9,Diesel
BMW,10.404262840448617,sedan,147,3.0,Diesel
Renault,9.472704636443673,hatch,75,2.0,Petrol
Mercedes-Benz,10.431170293368542,other,102,5.0,Petrol
BMW,9.769956159911606,crossover,210,3.0,Diesel
Audi,10.404262840448617,crossover,60,2.0,Petrol
Volkswagen,9.392578591964389,sedan,240,1.6,Petrol
Toyota,9.595602772766828,sedan,141,3.5,Petrol
Audi,7.8632667240095735,vagon,253,1.8,Gas
BMW,9.296518068217235,sedan,375,4.4,Gas
Toyota,11.512915464920228,crossover,0,4.5,Diesel
Toyota,8.268731832117737,hatch,160,1.0,Petrol
Renault,8.648221453822641,van,275,1.9,Diesel
Audi,11.418603796427618,sedan,4,3.0,Diesel
